weekday,hr,min,lat,lng,act,sbi,tot,title,act_title
7,23,40,25.02606,121.53738,1,22,50,20231015_500101115_23:40,20231015_500101115_23:40
7,23,40,25.02215,121.54839,1,9,29,20231015_500101123_23:40,20231015_500101123_23:40
7,23,40,25.02469,121.54459,1,1,46,20231015_500101166_23:40,20231015_500101166_23:40
7,23,40,25.02575,121.5377,1,3,17,20231015_500101175_23:40,20231015_500101175_23:40
7,23,40,25.01223,121.54788,1,8,16,20231015_500101176_23:40,20231015_500101176_23:40
7,23,40,25.01551,121.53374,1,2,90,20231015_500101181_23:40,20231015_500101181_23:40
7,23,40,25.01744,121.53334,1,2,15,20231015_500101184_23:40,20231015_500101184_23:40
7,23,40,25.02267,121.5341,1,11,12,20231015_500101185_23:40,20231015_500101185_23:40
7,23,40,25.01727,121.54904,1,12,19,20231015_500101188_23:40,20231015_500101188_23:40
7,23,40,25.02039,121.54853,1,14,16,20231015_500101189_23:40,20231015_500101189_23:40
7,23,40,25.02347,121.54108,1,26,26,20231015_500101190_23:40,20231015_500101190_23:40
7,23,40,25.02054,121.54561,1,0,27,20231015_500101191_23:40,20231015_500101191_23:40
7,23,40,25.01705,121.54435,1,12,43,20231015_500101193_23:40,20231015_500101193_23:40
7,23,40,25.02598,121.53454,1,12,13,20231015_500101199_23:40,20231015_500101199_23:40
7,23,40,25.02101,121.54153,1,0,40,20231015_500101209_23:40,20231015_500101209_23:40
7,23,40,25.02268,121.53608,1,23,24,20231015_500101216_23:40,20231015_500101216_23:40
7,23,40,25.01027,121.53998,1,5,14,20231015_500101219_23:40,20231015_500101219_23:40
7,23,40,25.01076,121.53637,1,3,15,20231015_500105066_23:40,20231015_500105066_23:40
7,23,40,25.014697,121.531908,1,2,20,20231015_500106002_23:40,20231015_500106002_23:40
7,23,40,25.014529,121.534374,1,0,12,20231015_500106003_23:40,20231015_500106003_23:40
7,23,40,25.015069,121.533828,1,1,12,20231015_500106004_23:40,20231015_500106004_23:40
7,23,40,25.01729,121.54531,1,41,42,20231015_500119043_23:40,20231015_500119043_23:40
7,23,40,25.01408,121.53759,1,0,23,20231015_500119044_23:40,20231015_500119044_23:40
7,23,40,25.01839,121.53404,1,0,45,20231015_500119045_23:40,20231015_500119045_23:40
7,23,40,25.01355,121.53673,1,12,40,20231015_500119046_23:40,20231015_500119046_23:40
7,23,40,25.01761,121.53844,1,0,30,20231015_500119047_23:40,20231015_500119047_23:40
7,23,40,25.01547,121.53436,1,2,53,20231015_500119048_23:40,20231015_500119048_23:40
7,23,40,25.01937,121.53902,1,3,62,20231015_500119049_23:40,20231015_500119049_23:40
7,23,40,25.01846,121.5376,1,0,31,20231015_500119050_23:40,20231015_500119050_23:40
7,23,40,25.01616,121.54251,1,5,27,20231015_500119051_23:40,20231015_500119051_23:40
7,23,40,25.01857,121.54059,1,4,26,20231015_500119052_23:40,20231015_500119052_23:40
7,23,40,25.02108,121.53783,1,6,19,20231015_500119053_23:40,20231015_500119053_23:40
7,23,40,25.01941,121.5404,1,17,30,20231015_500119054_23:40,20231015_500119054_23:40
7,23,40,25.01793,121.53585,1,9,28,20231015_500119055_23:40,20231015_500119055_23:40
7,23,40,25.01627,121.53535,1,3,10,20231015_500119056_23:40,20231015_500119056_23:40
7,23,40,25.01666,121.53718,1,0,20,20231015_500119057_23:40,20231015_500119057_23:40
7,23,40,25.0198,121.53583,1,0,33,20231015_500119058_23:40,20231015_500119058_23:40
7,23,40,25.01595,121.53791,1,0,20,20231015_500119059_23:40,20231015_500119059_23:40
7,23,40,25.01566,121.53786,1,0,12,20231015_500119060_23:40,20231015_500119060_23:40
7,23,40,25.01511,121.53786,1,0,27,20231015_500119061_23:40,20231015_500119061_23:40
7,23,40,25.01345,121.53798,1,0,12,20231015_500119062_23:40,20231015_500119062_23:40
7,23,40,25.01603,121.53635,1,0,27,20231015_500119063_23:40,20231015_500119063_23:40
7,23,40,25.01754,121.54398,1,0,28,20231015_500119064_23:40,20231015_500119064_23:40
7,23,40,25.01699,121.53574,1,0,10,20231015_500119065_23:40,20231015_500119065_23:40
7,23,40,25.02157,121.53633,1,5,20,20231015_500119066_23:40,20231015_500119066_23:40
7,23,40,25.02053,121.54145,1,1,42,20231015_500119067_23:40,20231015_500119067_23:40
7,23,40,25.01987,121.54175,1,7,39,20231015_500119068_23:40,20231015_500119068_23:40
7,23,40,25.02074,121.53906,1,2,10,20231015_500119069_23:40,20231015_500119069_23:40
7,23,40,25.01561,121.53583,1,8,48,20231015_500119070_23:40,20231015_500119070_23:40
7,23,40,25.02036,121.53992,1,0,34,20231015_500119071_23:40,20231015_500119071_23:40
7,23,40,25.01881,121.53868,1,8,12,20231015_500119072_23:40,20231015_500119072_23:40
7,23,40,25.01548,121.53825,1,11,30,20231015_500119074_23:40,20231015_500119074_23:40
7,23,40,25.01761,121.53995,1,8,40,20231015_500119075_23:40,20231015_500119075_23:40
7,23,40,25.01922,121.54195,1,0,22,20231015_500119076_23:40,20231015_500119076_23:40
7,23,40,25.0189,121.536,1,9,56,20231015_500119077_23:40,20231015_500119077_23:40
7,23,40,25.01704,121.53888,1,4,10,20231015_500119078_23:40,20231015_500119078_23:40
7,23,40,25.01698,121.53455,1,15,19,20231015_500119079_23:40,20231015_500119079_23:40
7,23,40,25.01539,121.53686,1,0,10,20231015_500119080_23:40,20231015_500119080_23:40
7,23,40,25.01337,121.53909,1,0,11,20231015_500119081_23:40,20231015_500119081_23:40
7,23,40,25.01703,121.53781,1,5,10,20231015_500119082_23:40,20231015_500119082_23:40
7,23,40,25.0196,121.53846,1,8,18,20231015_500119083_23:40,20231015_500119083_23:40
7,23,40,25.019,121.54305,1,0,10,20231015_500119084_23:40,20231015_500119084_23:40
7,23,40,25.01857,121.54247,1,0,14,20231015_500119085_23:40,20231015_500119085_23:40
7,23,40,25.01804,121.53928,1,0,25,20231015_500119086_23:40,20231015_500119086_23:40
7,23,40,25.0169,121.54031,1,0,30,20231015_500119087_23:40,20231015_500119087_23:40
7,23,40,25.01995,121.54347,1,6,20,20231015_500119088_23:40,20231015_500119088_23:40
7,23,40,25.01791,121.54242,1,14,24,20231015_500119089_23:40,20231015_500119089_23:40
7,23,40,25.02112,121.53591,1,1,40,20231015_500119090_23:40,20231015_500119090_23:40
7,23,40,25.01816,121.54469,1,11,18,20231015_500119091_23:40,20231015_500119091_23:40
